sentence	mood	prob
As soon as the jury had a little recovered from the shock of being upset, and their slates and pencils had been found and handed back to them, they set to work very diligently to write out a history of the accident, all except the Lizard, who seemed too much overcome to do anything but sit with its mouth open, gazing up into the roof of the court.	neutral	[0.6178862  0.05768193 0.12946159 0.08412495 0.08193921 0.02890624]
'What do you know about this business?'	neutral	"[9.6265131e-01 1.0484528e-02 1.2666290e-02 7.1766705e-04 2.1169807e-03
 1.1363202e-02]"
the King said to Alice.	neutral	[0.87449324 0.01455447 0.01657384 0.01962374 0.06248038 0.01227442]
'Nothing,' said Alice.	neutral	[0.9375598  0.0159076  0.01295854 0.00473336 0.00949115 0.01934954]
'Nothing WHATEVER?'	neutral	[0.9066177  0.05929119 0.0173842  0.00366435 0.00280889 0.01023358]
persisted the King.	neutral	[0.7168787  0.05682709 0.08667692 0.01853337 0.05457714 0.06650679]
'Nothing whatever,' said Alice.	neutral	[0.9461744  0.00370909 0.02215489 0.00513427 0.01347068 0.00935664]
'That's very important,' the King said, turning to the jury.	neutral	[0.76427275 0.07480158 0.07752862 0.00643325 0.01971457 0.05724927]
They were just beginning to write this down on their slates, when the White Rabbit interrupted: 'UNimportant, your Majesty means, of course,' he said in a very respectful tone, but frowning and making faces at him as he spoke.	neutral	[0.87161434 0.04077644 0.01816807 0.00991814 0.00836203 0.05116099]
'UNimportant, of course, I meant,' the King hastily said, and went on to himself in an undertone,  'important--unimportant--unimportant--important--' as if he were trying which word sounded best.	neutral	[0.6158521  0.11996512 0.12100805 0.01920977 0.04350545 0.08045942]
Some of the jury wrote it down 'important,' and some 'unimportant.'	neutral	"[6.6325170e-01 3.1671873e-01 8.0966391e-03 5.2233478e-03 5.1060261e-04
 6.1989613e-03]"
Alice could see this, as she was near enough to look over their slates; 'but it doesn't matter a bit,' she thought to herself.	neutral	[0.8925035  0.04318684 0.01442075 0.01156025 0.00818555 0.03014316]
At this moment the King, who had been for some time busily writing in his note-book, cackled out 'Silence!'	neutral	[0.32909006 0.06807753 0.2763198  0.02279698 0.16687587 0.13683978]
and read out from his book, 'Rule Forty-two.	neutral	"[9.8511469e-01 1.2377930e-02 1.1505284e-03 1.5997034e-04 2.3563839e-04
 9.6125744e-04]"
ALL PERSONS MORE THAN A MILE HIGH TO LEAVE THE COURT.'	neutral	[0.9753728  0.00479422 0.00803946 0.00102423 0.00215619 0.00861305]
Everybody looked at Alice.	neutral	[0.8020419  0.06037357 0.02049922 0.00526039 0.00689261 0.10493232]
'I'M not a mile high,' said Alice.	neutral	"[9.7798640e-01 6.1237370e-03 3.8886904e-03 4.4676542e-04 9.1091823e-04
 1.0643509e-02]"
'You are,' said the King.	neutral	[0.6669648  0.30288395 0.01755019 0.00736796 0.00181604 0.003417  ]
'Nearly two miles high,' added the Queen.	neutral	[0.48728335 0.43325633 0.07447168 0.00301822 0.00072025 0.00125019]
'Well, I shan't go, at any rate,' said Alice: 'besides, that's not a regular rule: you invented it just now.'	neutral	[0.8157722  0.13785383 0.02969042 0.00118559 0.00207085 0.01342711]
'It's the oldest rule in the book,' said the King.	neutral	"[9.4939262e-01 4.3609109e-02 5.3777131e-03 3.9109145e-05 1.3709166e-04
 1.4444678e-03]"
'Then it ought to be Number One,' said Alice.	neutral	[0.9086907  0.04732825 0.03026261 0.00669663 0.00577333 0.00124852]
The King turned pale, and shut his note-book hastily.	neutral	[0.639785   0.0496361  0.12735544 0.03350025 0.09445093 0.05527236]
'Consider your verdict,' he said to the jury, in a low, trembling voice.	neutral	[0.5699047  0.03464204 0.00955748 0.33158857 0.04462455 0.00968263]
'There's more evidence to come yet, please your Majesty,' said the White Rabbit, jumping up in a great hurry; 'this paper has just been picked up.'	neutral	"[7.6918292e-01 2.2100154e-01 9.3700821e-03 1.9608160e-04 2.0486450e-05
 2.2891161e-04]"
'What's in it?'	neutral	"[9.1012239e-01 8.1648886e-02 4.9850377e-03 1.3541959e-03 6.0607994e-04
 1.2834885e-03]"
said the Queen.	neutral	[0.73489827 0.04030586 0.06496962 0.04388921 0.04430913 0.07162792]
'I haven't opened it yet,' said the White Rabbit, 'but it seems to be a letter, written by the prisoner to--to somebody.'	neutral	"[9.0797061e-01 8.3550543e-02 5.8968214e-04 7.7622961e-03 5.8477861e-05
 6.8354762e-05]"
'It must have been that,' said the King, 'unless it was written to nobody, which isn't usual, you know.'	neutral	"[9.5921952e-01 3.0347031e-02 2.0961980e-03 3.3888577e-03 1.7336122e-04
 4.7749737e-03]"
'Who is it directed to?'	neutral	"[9.3058574e-01 3.0133801e-03 3.1313859e-02 7.7687122e-04 2.0657759e-02
 1.3652293e-02]"
said one of the jurymen.	neutral	[0.70978403 0.10896882 0.05072784 0.03839988 0.0411863  0.05093311]
'It isn't directed at all,' said the White Rabbit; 'in fact, there's nothing written on the OUTSIDE.'	neutral	[0.9530535  0.02426764 0.00707652 0.00290697 0.00195615 0.01073922]
He unfolded the paper as he spoke, and added 'It isn't a letter, after all: it's a set of verses.'	neutral	"[9.3708283e-01 4.9223740e-02 1.0684740e-02 1.6508708e-03 6.3369522e-04
 7.2405755e-04]"
'Are they in the prisoner's handwriting?'	neutral	"[9.7818106e-01 1.4885083e-02 4.3684882e-03 1.8055331e-03 6.6076440e-04
 9.8974262e-05]"
asked another of the jurymen.	neutral	[0.8729358  0.10572077 0.00619124 0.01001246 0.00199219 0.00314753]
'No, they're not,' said the White Rabbit, 'and that's the queerest thing about it.'	neutral	"[6.7810082e-01 3.1525996e-01 2.3620352e-03 3.1366604e-04 5.9921389e-05
 3.9035797e-03]"
(The jury all looked puzzled.)	neutral	[0.76718175 0.16234973 0.01086463 0.04826412 0.00374685 0.00759288]
'He must have imitated somebody else's hand,' said the King.	neutral	"[8.3159637e-01 1.2666109e-01 3.6562908e-02 2.1182804e-04 7.2715449e-04
 4.2406195e-03]"
(The jury all brightened up again.)	neutral	[0.64434594 0.15721431 0.0610471  0.05931545 0.03778575 0.04029137]
'Please your Majesty,' said the Knave, 'I didn't write it, and they can't prove I did: there's no name signed at the end.'	neutral	[0.79980046 0.02881362 0.04655178 0.0159721  0.0689843  0.03987773]
'If you didn't sign it,' said the King, 'that only makes the matter worse.	neutral	[0.68561167 0.06972963 0.03629185 0.03088529 0.01902445 0.15845713]
You MUST have meant some mischief, or else you'd have signed your name like an honest man.'	neutral	"[9.2090660e-01 3.0664606e-02 7.1076006e-03 2.5970554e-03 7.6840742e-04
 3.7955776e-02]"
There was a general clapping of hands at this: it was the first really clever thing the King had said that day.	neutral	"[6.32849693e-01 3.48270416e-01 1.52688855e-02 9.10339222e-05
 6.88016517e-05 3.45115457e-03]"
'That PROVES his guilt,' said the Queen.	neutral	[0.63255084 0.0651891  0.05534914 0.04920413 0.03376473 0.163942  ]
'It proves nothing of the sort!'	neutral	[0.37028828 0.2510135  0.29682013 0.00938203 0.03847757 0.03401851]
said Alice.	neutral	[0.94545263 0.00993735 0.02044147 0.00460594 0.00655853 0.01300399]
'Why, you don't even know what they're about!'	neutral	[0.49956623 0.03021909 0.12421302 0.04229693 0.10144432 0.20226039]
'Read them,' said the King.	neutral	[0.75580126 0.07453687 0.05228368 0.01921594 0.01374474 0.0844176 ]
The White Rabbit put on his spectacles.	neutral	[0.88786876 0.0341982  0.02734905 0.0116072  0.02562085 0.01335583]
'Where shall I begin, please your Majesty?'	neutral	[0.68937105 0.23151289 0.03206209 0.01479373 0.0049262  0.02733412]
he asked.	neutral	[0.76961577 0.06214208 0.05959183 0.0374047  0.04157225 0.0296733 ]
'Begin at the beginning,' the King said gravely, 'and go on till you come to the end: then stop.'	neutral	[0.76488894 0.18541223 0.02119577 0.01401217 0.00341559 0.01107535]
These were the verses the White Rabbit read:--  'They told me you had been to her, And mentioned me to him: She gave me a good character, But said I could not swim.	happy	"[3.2347417e-01 6.5556443e-01 1.5893052e-03 1.8624218e-02 5.9328358e-05
 6.8854989e-04]"
He sent them word I had not gone (We know it to be true): If she should push the matter on, What would become of you?	neutral	"[9.8790425e-01 3.3004731e-03 2.9207570e-03 6.3997845e-04 1.9616198e-03
 3.2729122e-03]"
I gave her one, they gave him two, You gave us three or more; They all returned from him to you, Though they were mine before.	neutral	[0.5496518  0.3926045  0.01877415 0.03304303 0.00228934 0.00363715]
If I or she should chance to be Involved in this affair, He trusts to you to set them free, Exactly as we were.	neutral	[0.5416559  0.02074826 0.16253346 0.02139652 0.19687526 0.05679053]
My notion was that you had been (Before she had this fit) An obstacle that came between Him, and ourselves, and it.	neutral	[0.5869948  0.07119265 0.06321206 0.06646858 0.0797347  0.13239719]
Don't let him know she liked them best, For this must ever be A secret, kept from all the rest, Between yourself and me.'	neutral	[0.85816306 0.01419749 0.02681541 0.04304622 0.05216039 0.00561737]
'That's the most important piece of evidence we've heard yet,' said the King, rubbing his hands; 'so now let the jury--'  'If any one of them can explain it,' said Alice, (she had grown so large in the last few minutes that she wasn't a bit afraid of interrupting him,) 'I'll give him sixpence.	happy	[0.18651704 0.7816827  0.01646616 0.01290354 0.00114786 0.00128272]
_I_ don't believe there's an atom of meaning in it.'	neutral	"[7.1514970e-01 2.7633667e-01 4.0296186e-03 3.6021594e-03 2.1090939e-04
 6.7091337e-04]"
The jury all wrote down on their slates, 'SHE doesn't believe there's an atom of meaning in it,' but none of them attempted to explain the paper.	neutral	[0.8477289  0.0103742  0.01455309 0.02548234 0.02966624 0.07219524]
'If there's no meaning in it,' said the King, 'that saves a world of trouble, you know, as we needn't try to find any.	neutral	[0.9133174  0.03857667 0.0312883  0.00133708 0.00510365 0.01037692]
"And yet I don't know,' he went on, spreading out the verses on his knee, and looking at them with one eye; 'I seem to see some meaning in them, after all. """	neutral	[0.4490378  0.41822314 0.01159249 0.10993288 0.00347868 0.00773495]
"--SAID I COULD NOT SWIM--"" you can't swim, can you?'"	neutral	[0.8316961  0.01914009 0.02719994 0.00408215 0.0174857  0.10039605]
he added, turning to the Knave.	neutral	[0.87803084 0.00869177 0.03162638 0.00914984 0.02414401 0.0483572 ]
The Knave shook his head sadly.	neutral	[0.67740226 0.12512212 0.05232632 0.05914288 0.03679733 0.04920903]
'Do I look like it?'	neutral	"[9.4510627e-01 2.5825461e-02 2.1669015e-02 4.7066362e-04 4.5637973e-03
 2.3647503e-03]"
he said.	neutral	[0.7432191  0.07617639 0.03814291 0.04660072 0.02032186 0.07553907]
(Which he certainly did NOT, being made entirely of cardboard.)	neutral	[0.7939178  0.02632429 0.05816246 0.01145445 0.01925392 0.09088706]
"'All right, so far,' said the King, and he went on muttering over the verses to himself: '""WE KNOW IT TO BE TRUE--"" that's the jury, of course--""I GAVE HER ONE, THEY GAVE HIM TWO--"" why, that must be what he did with the tarts, you know--'  'But, it goes on ""THEY ALL RETURNED FROM HIM TO YOU,""' said Alice."	neutral	[0.40679187 0.32952237 0.24505527 0.00373078 0.00697524 0.0079245 ]
'Why, there they are!'	neutral	[0.4317502  0.16403367 0.3124596  0.01361503 0.04406259 0.03407886]
said the King triumphantly, pointing to the tarts on the table.	happy	"[4.0607733e-01 5.1114678e-01 7.8901418e-02 1.3019178e-03 3.7707877e-04
 2.1954982e-03]"
'Nothing can be clearer than THAT.	neutral	"[9.1725689e-01 8.2502529e-02 8.1548358e-05 1.5588931e-04 1.6248286e-07
 3.0198330e-06]"
"Then again--""BEFORE SHE HAD THIS FIT--"" you never had fits, my dear, I think?'"	neutral	[0.59120506 0.17115024 0.07060128 0.03067001 0.02737899 0.10899448]
he said to the Queen.	neutral	[0.7852932  0.04000178 0.05453217 0.01840994 0.05513047 0.04663248]
'Never!'	neutral	[0.58664566 0.06297651 0.12066092 0.01838712 0.08707283 0.12425701]
said the Queen furiously, throwing an inkstand at the Lizard as she spoke.	angry	[0.15778604 0.01940683 0.03028991 0.01101136 0.0045129  0.776993  ]
(The unfortunate little Bill had left off writing on his slate with one finger, as he found it made no mark; but he now hastily began again, using the ink, that was trickling down his face, as long as it lasted.)	neutral	[0.6798644  0.12421829 0.10532338 0.01081339 0.02968568 0.05009492]
'Then the words don't FIT you,' said the King, looking round the court with a smile.	neutral	[0.3277112  0.17586507 0.2938348  0.00670766 0.03917191 0.15670936]
There was a dead silence.	neutral	[0.727156   0.18075615 0.02794931 0.04300334 0.00816186 0.01297344]
'It's a pun!'	neutral	[0.7134085  0.03868959 0.10107186 0.00126376 0.01904676 0.12651947]
the King added in an offended tone, and everybody laughed, 'Let the jury consider their verdict,' the King said, for about the twentieth time that day.	happy	[0.3006728  0.55539566 0.12293959 0.00641265 0.00602969 0.0085496 ]
'No, no!'	surprised	[0.19459362 0.05343824 0.30151185 0.07824419 0.24697663 0.12523541]
said the Queen.	neutral	[0.63924104 0.12057542 0.08392081 0.0557895  0.04043096 0.06004223]
'Sentence first--verdict afterwards.'	neutral	"[9.5187932e-01 3.7850209e-02 4.8646876e-03 2.0236038e-03 3.5168012e-04
 3.0304438e-03]"
'Stuff and nonsense!'	surprised	[0.12810548 0.3197421  0.32544404 0.04327504 0.13909984 0.04433353]
said Alice loudly.	neutral	[0.87656957 0.01533803 0.05240348 0.00369164 0.01212441 0.03987282]
'The idea of having the sentence first!'	neutral	[0.7898777  0.07737915 0.08892516 0.00630676 0.0156035  0.02190775]
'Hold your tongue!'	neutral	[0.566146   0.07203406 0.12092334 0.00988208 0.02900176 0.20201272]
said the Queen, turning purple.	surprised	[0.21769385 0.07038003 0.33220264 0.04084296 0.2648504  0.07403011]
'I won't!'	neutral	[0.6382561  0.02133516 0.07538843 0.00569721 0.04833632 0.21098678]
said Alice.	neutral	[0.89678645 0.04900576 0.01901769 0.00332217 0.00529785 0.02657004]
'Off with her head!'	neutral	[0.42373264 0.03498774 0.20570558 0.03465455 0.11726283 0.18365663]
the Queen shouted at the top of her voice.	neutral	[0.49001032 0.03928321 0.13947017 0.02058788 0.06333289 0.24731548]
Nobody moved.	neutral	[0.9764895  0.00986793 0.00462635 0.00283378 0.00179351 0.00438902]
'Who cares for you?'	neutral	[0.8984108  0.03314852 0.01781825 0.0037466  0.00485914 0.04201664]
said Alice, (she had grown to her full size by this time.)	neutral	"[9.4657946e-01 4.0561516e-02 5.7256124e-03 1.2735631e-03 6.3536334e-04
 5.2244351e-03]"
'You're nothing but a pack of cards!'	angry	[0.47107705 0.00930631 0.03071116 0.0034197  0.0070505  0.47843525]
At this the whole pack rose up into the air, and came flying down upon her: she gave a little scream, half of fright and half of anger, and tried to beat them off, and found herself lying on the bank, with her head in the lap of her sister, who was gently brushing away some dead leaves that had fluttered down from the trees upon her face.	scary	[0.15483335 0.098402   0.2736496  0.06743437 0.32699054 0.07869013]
'Wake up, Alice dear!'	neutral	[0.59465414 0.0384854  0.18396184 0.01261136 0.1135312  0.05675596]
said her sister; 'Why, what a long sleep you've had!'	happy	[0.11862803 0.3644128  0.24745946 0.03500268 0.14828308 0.08621389]
'Oh, I've had such a curious dream!'	happy	[0.18950368 0.6070455  0.09372582 0.0629806  0.02574027 0.0210042 ]
said Alice, and she told her sister, as well as she could remember them, all these strange Adventures of hers that you have just been reading about; and when she had finished, her sister kissed her, and said, 'It WAS a curious dream, dear, certainly: but now run in to your tea; it's getting late.'	happy	[0.401295   0.41456178 0.0388995  0.09048162 0.02792964 0.02683238]
So Alice got up and ran off, thinking while she ran, as well she might, what a wonderful dream it had been.	happy	[0.32706767 0.57634526 0.02408586 0.06356027 0.00432549 0.00461544]
But her sister sat still just as she left her, leaning her head on her hand, watching the setting sun, and thinking of little Alice and all her wonderful Adventures, till she too began dreaming after a fashion, and this was her dream:--  First, she dreamed of little Alice herself, and once again the tiny hands were clasped upon her knee, and the bright eager eyes were looking up into hers--she could hear the very tones of her voice, and see that queer little toss of her head to keep back the wandering hair that WOULD always get into her eyes--and still as she listened, or seemed to listen, the whole place around her became alive with the strange creatures of her little sister's dream.	happy	[0.149927   0.76714945 0.01323261 0.06380837 0.00388083 0.00200181]
The long grass rustled at her feet as the White Rabbit hurried by--the frightened Mouse splashed his way through the neighbouring pool--she could hear the rattle of the teacups as the March Hare and his friends shared their never-ending meal, and the shrill voice of the Queen ordering off her unfortunate guests to execution--once more the pig-baby was sneezing on the Duchess's knee, while plates and dishes crashed around it--once more the shriek of the Gryphon, the squeaking of the Lizard's slate-pencil, and the choking of the suppressed guinea-pigs, filled the air, mixed up with the distant sobs of the miserable Mock Turtle.	surprised	[0.21554996 0.1572327  0.27210712 0.04042285 0.15831591 0.15637138]
So she sat on, with closed eyes, and half believed herself in Wonderland, though she knew she had but to open them again, and all would change to dull reality--the grass would be only rustling in the wind, and the pool rippling to the waving of the reeds--the rattling teacups would change to tinkling sheep-bells, and the Queen's shrill cries to the voice of the shepherd boy--and the sneeze of the baby, the shriek of the Gryphon, and all the other queer noises, would change (she knew) to the confused clamour of the busy farm-yard--while the lowing of the cattle in the distance would take the place of the Mock Turtle's heavy sobs.	neutral	[0.60754126 0.06636809 0.0731353  0.09723548 0.09410436 0.06161553]
Lastly, she pictured to herself how this same little sister of hers would, in the after-time, be herself a grown woman; and how she would keep, through all her riper years, the simple and loving heart of her childhood: and how she would gather about her other little children, and make THEIR eyes bright and eager with many a strange tale, perhaps even with the dream of Wonderland of long ago: and how she would feel with all their simple sorrows, and find a pleasure in all their simple joys, remembering her own child-life, and the happy summer days.	sad	"[2.1163504e-01 1.7866945e-01 2.6591518e-04 6.0878056e-01 1.9532991e-04
 4.5366905e-04]"
THE END      End of Project Gutenberg's Alice's Adventures in Wonderland, by Lewis Carroll  *** END OF THIS PROJECT GUTENBERG EBOOK ALICE'S ADVENTURES IN WONDERLAND ***  ***** This file should be named 11.txt or 11.zip ***** This and all associated files of various formats will be found in: http://www.gutenberg.org/1/11/    Updated editions will replace the previous one--the old editions will be renamed.	neutral	"[7.9207999e-01 1.9967860e-01 4.4810218e-03 3.0942233e-03 1.7549077e-04
 4.9062655e-04]"
Creating the works from public domain print editions means that no one owns a United States copyright in these works, so the Foundation (and you!)	neutral	[0.6784555  0.23553775 0.04015234 0.01147077 0.00461157 0.02977203]
can copy and distribute it in the United States without permission and without paying copyright royalties.	neutral	[0.8791956  0.01314212 0.0090641  0.00116691 0.00257388 0.0948574 ]
Special rules, set forth in the General Terms of Use part of this license, apply to copying and distributing Project Gutenberg-tm electronic works to protect the PROJECT GUTENBERG-tm concept and trademark.	neutral	"[9.8305130e-01 1.5849425e-02 6.0872670e-04 2.2832856e-04 2.5398647e-05
 2.3686302e-04]"
Project Gutenberg is a registered trademark, and may not be used if you charge for the eBooks, unless you receive specific permission.	neutral	"[9.7515917e-01 2.0069111e-02 2.4475341e-03 1.8141504e-03 2.7900210e-04
 2.3106406e-04]"
If you do not charge anything for copies of this eBook, complying with the rules is very easy.	neutral	"[9.3949234e-01 7.1973833e-03 6.4418744e-03 2.0852832e-04 3.7753189e-04
 4.6282236e-02]"
You may use this eBook for nearly any purpose such as creation of derivative works, reports, performances and research.	neutral	"[9.2611849e-01 4.4490423e-02 8.6755035e-03 3.6727858e-04 3.2668505e-04
 2.0021647e-02]"
They may be modified and printed and given away--you may do practically ANYTHING with public domain eBooks.	neutral	[0.799499   0.17614633 0.01198887 0.006099   0.00162074 0.00464615]
Redistribution is subject to the trademark license, especially commercial redistribution.	neutral	[0.95989645 0.02219859 0.00382557 0.00621853 0.001118   0.00674292]
"*** START: FULL LICENSE ***  THE FULL PROJECT GUTENBERG LICENSE PLEASE READ THIS BEFORE YOU DISTRIBUTE OR USE THIS WORK  To protect the Project Gutenberg-tm mission of promoting the free distribution of electronic works, by using or distributing this work (or any other work associated in any way with the phrase ""Project Gutenberg""), you agree to comply with all the terms of the Full Project Gutenberg-tm License (available with this file or online at http://gutenberg.org/license)."	neutral	"[9.7997892e-01 1.5458639e-02 2.3195876e-03 5.0817849e-04 5.4471625e-04
 1.1898178e-03]"
Section 1.	neutral	[0.6566987  0.14878029 0.02617425 0.12757245 0.0215993  0.01917509]
General Terms of Use and Redistributing Project Gutenberg-tm electronic works  1.A.	neutral	[0.8930559  0.07526784 0.01230121 0.00832579 0.00344025 0.00760904]
By reading or using any part of this Project Gutenberg-tm electronic work, you indicate that you have read, understand, agree to and accept all the terms of this license and intellectual property (trademark/copyright) agreement.	neutral	[0.96516585 0.00647605 0.00427487 0.00289053 0.00518037 0.01601243]
If you do not agree to abide by all the terms of this agreement, you must cease using and return or destroy all copies of Project Gutenberg-tm electronic works in your possession.	neutral	[0.9082077  0.00859007 0.01212779 0.03098164 0.02124714 0.01884557]
If you paid a fee for obtaining a copy of or access to a Project Gutenberg-tm electronic work and you do not agree to be bound by the terms of this agreement, you may obtain a refund from the person or entity to whom you paid the fee as set forth in paragraph 1.E.8.	neutral	[0.9783729  0.0057031  0.0041411  0.00308902 0.00529721 0.00339672]
1.B.	neutral	[0.97401834 0.00206575 0.01067446 0.00439844 0.00385175 0.00499127]
"""Project Gutenberg"" is a registered trademark."	neutral	"[9.7009438e-01 2.5359236e-02 1.8157751e-03 6.6084409e-04 1.9722396e-04
 1.8726003e-03]"
It may only be used on or associated in any way with an electronic work by people who agree to be bound by the terms of this agreement.	neutral	[0.9706495  0.01806425 0.00624676 0.00127873 0.00195936 0.00180148]
There are a few things that you can do with most Project Gutenberg-tm electronic works even without complying with the full terms of this agreement.	neutral	"[9.8470020e-01 8.6980691e-04 4.6851309e-03 3.8896367e-05 1.9994220e-03
 7.7065220e-03]"
See paragraph 1.C below.	neutral	[0.9155897  0.01130086 0.01944471 0.00265018 0.00597078 0.04504376]
There are a lot of things you can do with Project Gutenberg-tm electronic works if you follow the terms of this agreement and help preserve free future access to Project Gutenberg-tm electronic works.	neutral	[0.8002559  0.1259476  0.025359   0.01667044 0.005339   0.0264281 ]
See paragraph 1.E below.	neutral	[0.5286016  0.02486272 0.22971183 0.00407256 0.03056749 0.1821838 ]
1.C.	neutral	[0.9626249  0.00552298 0.00824315 0.00316162 0.00536841 0.01507899]
"The Project Gutenberg Literary Archive Foundation (""the Foundation"" or PGLAF), owns a compilation copyright in the collection of Project Gutenberg-tm electronic works."	neutral	"[9.3287927e-01 3.6150385e-02 5.2365577e-03 8.9392730e-04 4.2266829e-04
 2.4417141e-02]"
Nearly all the individual works in the collection are in the public domain in the United States.	neutral	"[9.7016162e-01 1.4873490e-02 1.1189852e-03 5.0050608e-04 1.3941417e-04
 1.3206061e-02]"
If an individual work is in the public domain in the United States and you are located in the United States, we do not claim a right to prevent you from copying, distributing, performing, displaying or creating derivative works based on the work as long as all references to Project Gutenberg are removed.	neutral	"[8.9384770e-01 4.9422629e-02 7.1628136e-03 7.1884244e-04 1.9433583e-03
 4.6904601e-02]"
Of course, we hope that you will support the Project Gutenberg-tm mission of promoting free access to electronic works by freely sharing Project Gutenberg-tm works in compliance with the terms of this agreement for keeping the Project Gutenberg-tm name associated with the work.	neutral	"[8.2802629e-01 1.6397791e-01 6.3122148e-03 4.9225183e-04 5.4214179e-05
 1.1371401e-03]"
You can easily comply with the terms of this agreement by keeping this work in the same format with its attached full Project Gutenberg-tm License when you share it without charge with others.	neutral	"[9.5790172e-01 1.9993756e-02 8.5606556e-03 6.5515714e-04 2.8936733e-03
 9.9949772e-03]"
1.D.	neutral	"[9.9238306e-01 8.5181068e-04 2.0844473e-03 6.2183820e-04 8.9992950e-04
 3.1588809e-03]"
The copyright laws of the place where you are located also govern what you can do with this work.	neutral	"[9.2342794e-01 7.0473067e-02 1.5249237e-03 2.1133916e-03 2.0412369e-04
 2.2564773e-03]"
Copyright laws in most countries are in a constant state of change.	neutral	[0.90209603 0.0215007  0.01586891 0.00179793 0.00297446 0.05576197]
If you are outside the United States, check the laws of your country in addition to the terms of this agreement before downloading, copying, displaying, performing, distributing or creating derivative works based on this work or any other Project Gutenberg-tm work.	neutral	"[9.5756537e-01 3.4668837e-02 2.9613706e-03 7.1802607e-04 4.1636633e-04
 3.6699055e-03]"
The Foundation makes no representations concerning the copyright status of any work in any country outside the United States.	neutral	[0.81273276 0.12037705 0.02476314 0.02428489 0.01070129 0.007141  ]
1.E.	neutral	[0.84251827 0.02940862 0.0274094  0.01326306 0.00954034 0.07786033]
Unless you have removed all references to Project Gutenberg:  1.E.1.	neutral	[0.9610001  0.01672418 0.00669393 0.00801923 0.00329042 0.00427213]
"The following sentence, with active links to, or other immediate access to, the full Project Gutenberg-tm License must appear prominently whenever any copy of a Project Gutenberg-tm work (any work on which the phrase ""Project Gutenberg"" appears, or with which the phrase ""Project Gutenberg"" is associated) is accessed, displayed, performed, viewed, copied or distributed:  This eBook is for the use of anyone anywhere at no cost and with almost no restrictions whatsoever."	neutral	[0.8457211  0.06519377 0.02473963 0.00520905 0.00462739 0.05450902]
You may copy it, give it away or re-use it under the terms of the Project Gutenberg License included with this eBook or online at www.gutenberg.org  1.E.2.	neutral	"[9.5741928e-01 3.9538182e-02 9.7983028e-04 1.0366688e-03 1.2955510e-04
 8.9646148e-04]"
If an individual Project Gutenberg-tm electronic work is derived from the public domain (does not contain a notice indicating that it is posted with permission of the copyright holder), the work can be copied and distributed to anyone in the United States without paying any fees or charges.	neutral	"[8.7746626e-01 1.1943370e-01 1.8475872e-03 2.2446708e-04 3.4560340e-05
 9.9344400e-04]"
"If you are redistributing or providing access to a work with the phrase ""Project Gutenberg"" associated with or appearing on the work, you must comply either with the requirements of paragraphs 1.E.1 through 1.E.7 or obtain permission for the use of the work and the Project Gutenberg-tm trademark as set forth in paragraphs 1.E.8 or 1.E.9."	neutral	"[9.9630004e-01 2.3085044e-03 1.2665173e-03 8.4645835e-06 2.0111314e-05
 9.6397605e-05]"
1.E.3.	neutral	"[9.7219366e-01 6.6318838e-03 6.9374563e-03 9.6552435e-04 5.8628898e-03
 7.4086562e-03]"
If an individual Project Gutenberg-tm electronic work is posted with the permission of the copyright holder, your use and distribution must comply with both paragraphs 1.E.1 through 1.E.7 and any additional terms imposed by the copyright holder.	neutral	"[9.6343905e-01 1.2661215e-02 1.9401237e-03 1.8042717e-04 6.7688950e-04
 2.1102205e-02]"
Additional terms will be linked to the Project Gutenberg-tm License for all works posted with the permission of the copyright holder found at the beginning of this work.	neutral	"[9.7109127e-01 2.8610641e-02 2.3709414e-04 2.5320591e-05 3.1409447e-06
 3.2540389e-05]"
1.E.4.	neutral	"[9.5498049e-01 1.5301582e-02 1.2294199e-02 4.6988166e-04 5.2730402e-04
 1.6426537e-02]"
Do not unlink or detach or remove the full Project Gutenberg-tm License terms from this work, or any files containing a part of this work or any other work associated with Project Gutenberg-tm.	neutral	[0.8752942  0.01073872 0.01788686 0.00092127 0.00501917 0.09013972]
1.E.5.	neutral	"[9.6504521e-01 2.7939517e-02 4.1744574e-03 1.3232501e-03 4.6023569e-04
 1.0573607e-03]"
Do not copy, display, perform, distribute or redistribute this electronic work, or any part of this electronic work, without prominently displaying the sentence set forth in paragraph 1.E.1 with active links or immediate access to the full terms of the Project Gutenberg-tm License.	neutral	"[9.7975165e-01 1.7536660e-03 9.3928678e-03 8.8453304e-04 5.0408696e-03
 3.1764996e-03]"
1.E.6.	neutral	"[9.6482641e-01 2.2206858e-02 2.6254463e-03 1.1226635e-03 6.6057901e-04
 8.5579930e-03]"
You may convert to and distribute this work in any binary, compressed, marked up, nonproprietary or proprietary form, including any word processing or hypertext form.	neutral	[0.8935146  0.02407896 0.0086231  0.00361109 0.00369683 0.06647533]
"However, if you provide access to or distribute copies of a Project Gutenberg-tm work in a format other than ""Plain Vanilla ASCII"" or other format used in the official version posted on the official Project Gutenberg-tm web site (www.gutenberg.org), you must, at no additional cost, fee or expense to the user, provide a copy, a means of exporting a copy, or a means of obtaining a copy upon request, of the work in its original ""Plain Vanilla ASCII"" or other form."	neutral	"[9.6187234e-01 3.6786318e-02 1.8449206e-04 5.4761022e-04 2.3935037e-05
 5.8528967e-04]"
