sentence	mood_roberta	prob_roberta	mood_word	prob_word
'Treacle,' said a sleepy voice behind her.	neutral	[0.7401091  0.05972905 0.03102656 0.09865745 0.03824961 0.03222828]	neutral	[0. 0. 0. 0. 0. 0.]
'Collar that Dormouse,' the Queen shrieked out.	angry	[0.2863815  0.00784878 0.18891321 0.00171458 0.01832192 0.49682   ]	neutral	[0. 0. 0. 0. 0. 0.]
'Behead that Dormouse!	neutral	[0.5487621  0.03579588 0.10234666 0.00307643 0.01628204 0.29373693]	neutral	[0. 0. 0. 0. 0. 0.]
Turn that Dormouse out of court!	neutral	[0.51990473 0.03111694 0.15275742 0.04996298 0.11210395 0.13415396]	angry	[0.         0.16456175 0.1639949  0.1650199  0.16375065 0.17488104]
Suppress him!	neutral	[0.29643482 0.02521762 0.2411075  0.04862188 0.20604497 0.18257323]	angry	[0.         0.15349147 0.16741703 0.1619049  0.17277929 0.17547631]
Pinch him!	neutral	[0.7337707  0.02391907 0.11252592 0.00891559 0.08847787 0.03239078]	neutral	[0. 0. 0. 0. 0. 0.]
Off with his whiskers!'	happy	[0.3456636  0.4848654  0.1348362  0.00377154 0.00967869 0.02118458]	neutral	[0. 0. 0. 0. 0. 0.]
For some minutes the whole court was in confusion, getting the Dormouse turned out, and, by the time they had settled down again, the cook had disappeared.	neutral	[0.79464453 0.01253104 0.07634678 0.00493091 0.04381999 0.06772672]	angry	[0.         0.16735141 0.16668838 0.1633885  0.16518759 0.17090745]
'Never mind!'	neutral	[0.61792797 0.05844566 0.08886396 0.03427199 0.04569561 0.15479483]	scary	[0.         0.17283979 0.16215384 0.16338289 0.17649132 0.16356334]
said the King, with an air of great relief.	happy	[0.1957742  0.3614639  0.28315917 0.04459694 0.07903419 0.03597163]	happy	[0.         0.17460587 0.1688758  0.17190931 0.1631033  0.16297955]
'Call the next witness.'	neutral	[0.8768562  0.01672919 0.01978054 0.00307614 0.00477062 0.07878728]	scary	[0.         0.15323444 0.16164887 0.17490859 0.1787249  0.17702065]
And he added in an undertone to the Queen, 'Really, my dear, YOU must cross-examine the next witness.	neutral	[0.6928967  0.10053326 0.03632418 0.02808469 0.03000549 0.11215564]	scary	[0.         0.15323444 0.16164887 0.17490859 0.1787249  0.17702065]
It quite makes my forehead ache!'	neutral	[0.5208418  0.09926285 0.14802293 0.01984642 0.07365552 0.13837044]	sad	[0.         0.1657081  0.14929399 0.18882992 0.18143553 0.17546716]
Alice watched the White Rabbit as he fumbled over the list, feeling very curious to see what the next witness would be like, '--for they haven't got much evidence YET,' she said to herself.	neutral	"[9.5670712e-01 9.5613338e-03 1.6557096e-02 1.1059496e-02 5.7783215e-03
 3.3656968e-04]"	scary	[0.         0.16961843 0.16817217 0.17338563 0.17595168 0.17012052]
Imagine her surprise, when the White Rabbit read out, at the top of his shrill little voice, the name 'Alice!'	neutral	[0.44682127 0.21036327 0.23381141 0.01826043 0.04590666 0.04483701]	surprised	[0.         0.16290736 0.17286695 0.16443179 0.17214159 0.1697709 ]
CHAPTER XII.	neutral	[0.7513027  0.0461106  0.07481746 0.03897791 0.04881158 0.03997975]	neutral	[0. 0. 0. 0. 0. 0.]
Alice's Evidence   'Here!'	neutral	[0.74736285 0.16483207 0.05628512 0.00394804 0.00921602 0.01835584]	neutral	[0. 0. 0. 0. 0. 0.]
cried Alice, quite forgetting in the flurry of the moment how large she had grown in the last few minutes, and she jumped up in such a hurry that she tipped over the jury-box with the edge of her skirt, upsetting all the jurymen on to the heads of the crowd below, and there they lay sprawling about, reminding her very much of a globe of goldfish she had accidentally upset the week before.	surprised	[0.33642966 0.01987096 0.50126255 0.00289105 0.07810998 0.06143578]	angry	[0.         0.1689766  0.17588981 0.16489326 0.16125417 0.19128733]
'Oh, I BEG your pardon!'	happy	[0.13578129 0.57288426 0.18806458 0.0332257  0.03318244 0.0368617 ]	happy	[0.         0.17688379 0.16663431 0.17441721 0.16145172 0.17425545]
she exclaimed in a tone of great dismay, and began picking them up again as quickly as she could, for the accident of the goldfish kept running in her head, and she had a vague sort of idea that they must be collected at once and put back into the jury-box, or they would die.	surprised	[0.15005744 0.06880795 0.3739768  0.05637159 0.21595934 0.13482693]	angry	[0.         0.16397748 0.16846497 0.17377584 0.16678095 0.17543895]
'The trial cannot proceed,' said the King in a very grave voice, 'until all the jurymen are back in their proper places--ALL,' he repeated with great emphasis, looking hard at Alice as he said do.	neutral	[0.6802008  0.03104354 0.05948405 0.07991112 0.08215299 0.06720737]	sad	[0.         0.15848531 0.15213841 0.18702544 0.17920209 0.16860663]
Alice looked at the jury-box, and saw that, in her haste, she had put the Lizard in head downwards, and the poor little thing was waving its tail about in a melancholy way, being quite unable to move.	angry	[0.14856485 0.02663587 0.26655066 0.03649088 0.1502661  0.37149167]	sad	[0.         0.16943425 0.16205911 0.1864859  0.15988946 0.17052368]
She soon got it out again, and put it right; 'not that it signifies much,' she said to herself; 'I should think it would be QUITE as much use in the trial one way up as the other.'	neutral	"[9.4847912e-01 3.6123939e-02 1.0562527e-02 5.9979683e-04 1.0307234e-03
 3.2039189e-03]"	neutral	[0. 0. 0. 0. 0. 0.]
As soon as the jury had a little recovered from the shock of being upset, and their slates and pencils had been found and handed back to them, they set to work very diligently to write out a history of the accident, all except the Lizard, who seemed too much overcome to do anything but sit with its mouth open, gazing up into the roof of the court.	neutral	[0.31998903 0.18211472 0.11480834 0.22163698 0.10592922 0.05552168]	surprised	[0.         0.16459959 0.17477279 0.1677597  0.16786397 0.17145877]
'What do you know about this business?'	neutral	[0.9538296  0.00771834 0.02396792 0.00187174 0.00521339 0.00739898]	neutral	[0. 0. 0. 0. 0. 0.]
the King said to Alice.	neutral	[0.83640045 0.08242735 0.02823681 0.01938333 0.01581013 0.0177419 ]	neutral	[0. 0. 0. 0. 0. 0.]
'Nothing,' said Alice.	neutral	[0.87269557 0.00883557 0.02221136 0.00130705 0.01537576 0.07957476]	neutral	[0. 0. 0. 0. 0. 0.]
'Nothing WHATEVER?'	neutral	[0.8945537  0.01094617 0.04713695 0.00661019 0.03130617 0.00944685]	neutral	[0. 0. 0. 0. 0. 0.]
persisted the King.	neutral	[0.77026176 0.03946383 0.09448108 0.00943083 0.04233644 0.04402607]	neutral	[0. 0. 0. 0. 0. 0.]
'Nothing whatever,' said Alice.	neutral	[0.90275556 0.04435879 0.02282752 0.00945163 0.00954911 0.01105739]	neutral	[0. 0. 0. 0. 0. 0.]
'That's very important,' the King said, turning to the jury.	neutral	[0.66753006 0.28730237 0.01399748 0.02265075 0.00206022 0.00645912]	sad	[0.         0.16732645 0.16304549 0.17747514 0.17017236 0.16200914]
They were just beginning to write this down on their slates, when the White Rabbit interrupted: 'UNimportant, your Majesty means, of course,' he said in a very respectful tone, but frowning and making faces at him as he spoke.	neutral	[0.8760211  0.01435169 0.0289831  0.00928784 0.02794877 0.04340742]	angry	[0.         0.16667997 0.16450446 0.17018044 0.16617538 0.17093424]
'UNimportant, of course, I meant,' the King hastily said, and went on to himself in an undertone,  'important--unimportant--unimportant--important--' as if he were trying which word sounded best.	happy	[0.29228866 0.59530246 0.04908658 0.0410216  0.0084824  0.01381837]	sad	[0.         0.16153992 0.16151884 0.17795502 0.17208194 0.16758261]
Some of the jury wrote it down 'important,' and some 'unimportant.'	neutral	"[8.6806673e-01 1.2788871e-01 4.1934167e-04 3.3924221e-03 2.1456995e-05
 2.1142083e-04]"	sad	[0.         0.16440297 0.16517555 0.17410691 0.1703955  0.16125226]
Alice could see this, as she was near enough to look over their slates; 'but it doesn't matter a bit,' she thought to herself.	neutral	[0.7509359  0.20620877 0.01327972 0.02289881 0.00245528 0.0042215 ]	surprised	[0.         0.17238573 0.17981287 0.17062354 0.17345323 0.15749518]
At this moment the King, who had been for some time busily writing in his note-book, cackled out 'Silence!'	scary	[0.12482308 0.08776478 0.26136753 0.09450253 0.31465566 0.11688641]	sad	[0.         0.1697406  0.15991269 0.18055056 0.16566069 0.16544224]
and read out from his book, 'Rule Forty-two.	neutral	"[9.8144126e-01 1.6563559e-02 4.9016095e-04 1.4475753e-04 3.9592665e-05
 1.3206538e-03]"	happy	[0.         0.16983848 0.16475233 0.15991333 0.16785959 0.16392329]
ALL PERSONS MORE THAN A MILE HIGH TO LEAVE THE COURT.'	neutral	[0.92697877 0.04461026 0.00397319 0.00499044 0.00121882 0.01822844]	angry	[0.         0.16730082 0.16480703 0.17188349 0.15817542 0.1767472 ]
Everybody looked at Alice.	neutral	[0.8418862  0.04710409 0.05214471 0.00159694 0.00762497 0.04964302]	neutral	[0. 0. 0. 0. 0. 0.]
'I'M not a mile high,' said Alice.	neutral	[0.9504388  0.02221319 0.00463273 0.0025597  0.00134403 0.01881156]	neutral	[0. 0. 0. 0. 0. 0.]
'You are,' said the King.	neutral	[0.7345678  0.16829158 0.03292884 0.03220586 0.00917753 0.02282846]	neutral	[0. 0. 0. 0. 0. 0.]
'Nearly two miles high,' added the Queen.	happy	"[3.3515444e-01 6.5957528e-01 3.9922232e-03 1.2369365e-03 1.3005009e-05
 2.8104378e-05]"	neutral	[0. 0. 0. 0. 0. 0.]
'Well, I shan't go, at any rate,' said Alice: 'besides, that's not a regular rule: you invented it just now.'	neutral	[0.8316835  0.14719597 0.01139906 0.00545826 0.00160181 0.00266141]	happy	[0.         0.16983848 0.16475233 0.15991333 0.16785959 0.16392329]
'It's the oldest rule in the book,' said the King.	neutral	[0.8187435  0.15281092 0.01080053 0.00758494 0.00181624 0.00824382]	happy	[0.         0.16983848 0.16475233 0.15991333 0.16785959 0.16392329]
'Then it ought to be Number One,' said Alice.	neutral	"[9.4267762e-01 4.6450044e-03 2.3600394e-02 4.9232800e-05 2.1900891e-03
 2.6837692e-02]"	neutral	[0. 0. 0. 0. 0. 0.]
The King turned pale, and shut his note-book hastily.	neutral	[0.79403967 0.04146451 0.0539966  0.06968881 0.03299041 0.00782009]	scary	[0.         0.1634773  0.16317224 0.18065932 0.18087024 0.16815233]
'Consider your verdict,' he said to the jury, in a low, trembling voice.	neutral	[0.52905977 0.09718464 0.0239179  0.29574186 0.04057601 0.0135198 ]	sad	[0.         0.16081873 0.16957949 0.17751754 0.16534364 0.1742659 ]
'There's more evidence to come yet, please your Majesty,' said the White Rabbit, jumping up in a great hurry; 'this paper has just been picked up.'	neutral	"[8.9687395e-01 7.4056126e-02 2.7352612e-02 1.6766151e-04 1.0631335e-03
 4.8654163e-04]"	sad	[0.         0.16936845 0.16571608 0.17174195 0.16824632 0.16935193]
'What's in it?'	neutral	"[9.4802088e-01 1.7797200e-02 2.7586183e-02 1.8416943e-03 4.3300940e-03
 4.2390186e-04]"	neutral	[0. 0. 0. 0. 0. 0.]
said the Queen.	neutral	[0.50839436 0.17597492 0.10281303 0.07322213 0.07229783 0.06729776]	neutral	[0. 0. 0. 0. 0. 0.]
'I haven't opened it yet,' said the White Rabbit, 'but it seems to be a letter, written by the prisoner to--to somebody.'	neutral	"[9.8729181e-01 1.0870774e-02 4.7030000e-04 5.5786513e-04 2.2533048e-04
 5.8382994e-04]"	angry	[0.         0.16177149 0.16244154 0.16808084 0.15994838 0.18382458]
'It must have been that,' said the King, 'unless it was written to nobody, which isn't usual, you know.'	neutral	"[9.6649271e-01 2.2389768e-02 5.6905616e-03 4.1363310e-04 1.9450161e-03
 3.0682208e-03]"	happy	[0.         0.17966478 0.16416972 0.16629029 0.16981337 0.15851453]
'Who is it directed to?'	neutral	[0.7607361  0.04593204 0.09977458 0.01243476 0.04017173 0.0409509 ]	neutral	[0. 0. 0. 0. 0. 0.]
said one of the jurymen.	neutral	[0.86907077 0.02262081 0.04097727 0.01508836 0.02737032 0.02487253]	neutral	[0. 0. 0. 0. 0. 0.]
'It isn't directed at all,' said the White Rabbit; 'in fact, there's nothing written on the OUTSIDE.'	neutral	[0.7735272  0.15895465 0.04103741 0.0041592  0.00520881 0.01711263]	sad	[0.         0.16412378 0.16192046 0.17528848 0.16576107 0.17077559]
He unfolded the paper as he spoke, and added 'It isn't a letter, after all: it's a set of verses.'	neutral	"[7.9904169e-01 1.9578852e-01 9.3894510e-04 3.9920546e-03 4.1677220e-05
 1.9712241e-04]"	angry	[0.         0.15885928 0.1719724  0.17162736 0.14804958 0.19001777]
'Are they in the prisoner's handwriting?'	neutral	[0.88119626 0.01439876 0.07047986 0.00125596 0.02368269 0.00898641]	neutral	[0. 0. 0. 0. 0. 0.]
asked another of the jurymen.	neutral	[0.9414767  0.035209   0.00811681 0.00309311 0.0029692  0.00913523]	neutral	[0. 0. 0. 0. 0. 0.]
'No, they're not,' said the White Rabbit, 'and that's the queerest thing about it.'	neutral	[0.60986155 0.3631908  0.01471226 0.00491038 0.00110212 0.00622283]	angry	[0.         0.16289962 0.15641539 0.16763777 0.16654075 0.18050302]
(The jury all looked puzzled.)	neutral	[0.5499043  0.2704928  0.01524496 0.15164644 0.00911272 0.00359886]	surprised	[0.         0.15629099 0.17426671 0.17107299 0.16645285 0.16794874]
'He must have imitated somebody else's hand,' said the King.	neutral	[0.8635917  0.09790529 0.00997008 0.00415054 0.00090161 0.02348074]	neutral	[0. 0. 0. 0. 0. 0.]
(The jury all brightened up again.)	neutral	[0.571741   0.22017384 0.04503234 0.10765058 0.02304569 0.03235666]	surprised	[0.         0.15629099 0.17426671 0.17107299 0.16645285 0.16794874]
'Please your Majesty,' said the Knave, 'I didn't write it, and they can't prove I did: there's no name signed at the end.'	neutral	[0.8317353  0.07308909 0.04881341 0.00625617 0.01195963 0.02814635]	sad	[0.         0.16251756 0.16244858 0.18740323 0.17598209 0.1529945 ]
'If you didn't sign it,' said the King, 'that only makes the matter worse.	angry	[0.28909373 0.02360152 0.08964129 0.02442466 0.04096283 0.532276  ]	sad	[0.         0.16319186 0.16835186 0.17831779 0.17673107 0.16226441]
You MUST have meant some mischief, or else you'd have signed your name like an honest man.'	neutral	[0.85169333 0.04612777 0.05837724 0.00165019 0.00764965 0.03450174]	happy	[0.         0.18114759 0.16256437 0.17107982 0.17570563 0.16272586]
There was a general clapping of hands at this: it was the first really clever thing the King had said that day.	neutral	[0.5633398  0.3890551  0.03706631 0.00778839 0.00087131 0.00187897]	angry	[0.         0.1687463  0.17044186 0.16627634 0.16146868 0.173795  ]
'That PROVES his guilt,' said the Queen.	neutral	[0.6755204  0.03926906 0.07130115 0.0172304  0.04139806 0.15528089]	sad	[0.         0.16971116 0.15109744 0.18151724 0.16471122 0.17550645]
'It proves nothing of the sort!'	neutral	[0.28358138 0.1501957  0.22851448 0.06956239 0.15780847 0.11033757]	neutral	[0. 0. 0. 0. 0. 0.]
said Alice.	neutral	[0.839087   0.04226326 0.04270682 0.00598905 0.01332612 0.05662778]	neutral	[0. 0. 0. 0. 0. 0.]
'Why, you don't even know what they're about!'	neutral	[0.60112023 0.05776205 0.10618284 0.01504804 0.04411884 0.17576791]	neutral	[0. 0. 0. 0. 0. 0.]
'Read them,' said the King.	neutral	[0.7886682  0.07959463 0.06849753 0.01131502 0.0200684  0.03185617]	neutral	[0. 0. 0. 0. 0. 0.]
The White Rabbit put on his spectacles.	neutral	"[9.7253937e-01 7.4329074e-03 1.4049486e-02 2.4632699e-04 2.8241624e-03
 2.9077346e-03]"	angry	[0.         0.16289962 0.15641539 0.16763777 0.16654075 0.18050302]
'Where shall I begin, please your Majesty?'	happy	[0.2576475  0.6646268  0.03746306 0.03050936 0.00298894 0.00676435]	sad	[0.         0.16251756 0.16244858 0.18740323 0.17598209 0.1529945 ]
he asked.	neutral	[0.9362533  0.01032688 0.01453721 0.01066974 0.0155335  0.01267941]	neutral	[0. 0. 0. 0. 0. 0.]
'Begin at the beginning,' the King said gravely, 'and go on till you come to the end: then stop.'	neutral	"[8.0118561e-01 1.6766781e-01 6.5358812e-03 1.9145899e-02 7.8054384e-04
 4.6843085e-03]"	neutral	[0. 0. 0. 0. 0. 0.]
These were the verses the White Rabbit read:--  'They told me you had been to her, And mentioned me to him: She gave me a good character, But said I could not swim.	neutral	"[6.8516207e-01 2.9438895e-01 5.9199720e-03 1.2484131e-02 5.7244016e-04
 1.4723201e-03]"	happy	[0.         0.17942836 0.15979216 0.17266347 0.17665108 0.1608536 ]
He sent them word I had not gone (We know it to be true): If she should push the matter on, What would become of you?	neutral	[0.74308366 0.03400828 0.05758464 0.01790524 0.03485729 0.11256095]	sad	[0.         0.16955351 0.16791508 0.17723709 0.17324786 0.15773841]
I gave her one, they gave him two, You gave us three or more; They all returned from him to you, Though they were mine before.	happy	[0.26297444 0.6682368  0.01969858 0.04464037 0.00237439 0.00207541]	happy	[0.         0.17404262 0.16060874 0.17198777 0.1655274  0.16984012]
If I or she should chance to be Involved in this affair, He trusts to you to set them free, Exactly as we were.	neutral	[0.65925235 0.02642031 0.08816662 0.05440728 0.08436383 0.08738953]	happy	[0.         0.18054569 0.16631577 0.16092334 0.17012807 0.1619881 ]
My notion was that you had been (Before she had this fit) An obstacle that came between Him, and ourselves, and it.	neutral	[0.6206659  0.02235215 0.08443388 0.00412737 0.01543372 0.25298697]	happy	[0.         0.18196729 0.15981969 0.16546407 0.17067126 0.15786385]
Don't let him know she liked them best, For this must ever be A secret, kept from all the rest, Between yourself and me.'	neutral	[0.9077947  0.06512503 0.01156237 0.01107311 0.00255581 0.00188898]	happy	[0.         0.17682398 0.15891158 0.17155327 0.17003167 0.16090116]
'That's the most important piece of evidence we've heard yet,' said the King, rubbing his hands; 'so now let the jury--'  'If any one of them can explain it,' said Alice, (she had grown so large in the last few minutes that she wasn't a bit afraid of interrupting him,) 'I'll give him sixpence.	happy	[0.39359388 0.5403181  0.01508588 0.04307165 0.00290209 0.0050284 ]	angry	[0.         0.16709913 0.17095205 0.16858163 0.16645581 0.17413623]
_I_ don't believe there's an atom of meaning in it.'	neutral	[0.51316327 0.35145095 0.04647216 0.05738289 0.01668126 0.01484947]	neutral	[0. 0. 0. 0. 0. 0.]
The jury all wrote down on their slates, 'SHE doesn't believe there's an atom of meaning in it,' but none of them attempted to explain the paper.	neutral	"[9.7025675e-01 6.7050094e-03 1.3520778e-03 1.4401546e-03 5.0315307e-04
 1.9742802e-02]"	surprised	[0.         0.15834105 0.17750164 0.16395304 0.16554966 0.1693108 ]
'If there's no meaning in it,' said the King, 'that saves a world of trouble, you know, as we needn't try to find any.	neutral	[0.91173923 0.05363706 0.01591832 0.00338399 0.00184542 0.01347602]	neutral	[0. 0. 0. 0. 0. 0.]
"And yet I don't know,' he went on, spreading out the verses on his knee, and looking at them with one eye; 'I seem to see some meaning in them, after all. """	neutral	[0.6144258  0.32112467 0.00531488 0.05636337 0.00087169 0.00189963]	neutral	[0. 0. 0. 0. 0. 0.]
"--SAID I COULD NOT SWIM--"" you can't swim, can you?'"	neutral	[0.7114806  0.04731218 0.07272763 0.01390606 0.03716803 0.11740558]	scary	[0.         0.17105025 0.16983998 0.17527993 0.17797531 0.15949485]
he added, turning to the Knave.	neutral	[0.78158486 0.03207738 0.06731655 0.02258024 0.04513555 0.05130537]	neutral	[0. 0. 0. 0. 0. 0.]
The Knave shook his head sadly.	neutral	[0.8627696  0.01137057 0.01396586 0.06492016 0.03994571 0.00702822]	sad	[0.         0.16921994 0.15593856 0.2304434  0.16902755 0.14851313]
'Do I look like it?'	neutral	[0.9201851  0.04151597 0.01206602 0.0140678  0.00736154 0.00480353]	scary	[0.         0.1767076  0.16446669 0.1745861  0.19195565 0.15195123]
he said.	neutral	[0.87712383 0.00406697 0.00679313 0.00622401 0.00994437 0.09584766]	neutral	[0. 0. 0. 0. 0. 0.]
(Which he certainly did NOT, being made entirely of cardboard.)	neutral	[0.8070849  0.01068637 0.05191028 0.00229197 0.01181559 0.11621092]	neutral	[0. 0. 0. 0. 0. 0.]
"'All right, so far,' said the King, and he went on muttering over the verses to himself: '""WE KNOW IT TO BE TRUE--"" that's the jury, of course--""I GAVE HER ONE, THEY GAVE HIM TWO--"" why, that must be what he did with the tarts, you know--'  'But, it goes on ""THEY ALL RETURNED FROM HIM TO YOU,""' said Alice."	neutral	[0.5473939  0.1650153  0.05043553 0.12132712 0.02880393 0.08702413]	sad	[0.         0.16166048 0.16942481 0.17711176 0.17513938 0.15519517]
'Why, there they are!'	neutral	[0.34440476 0.31088266 0.23061061 0.035142   0.04647665 0.0324833 ]	neutral	[0. 0. 0. 0. 0. 0.]
said the King triumphantly, pointing to the tarts on the table.	happy	[0.39427105 0.5519795  0.0460867  0.00374937 0.00140702 0.00250645]	neutral	[0. 0. 0. 0. 0. 0.]
'Nothing can be clearer than THAT.	neutral	[0.82750887 0.1470526  0.01687172 0.00442085 0.00266334 0.00148256]	neutral	[0. 0. 0. 0. 0. 0.]
"Then again--""BEFORE SHE HAD THIS FIT--"" you never had fits, my dear, I think?'"	neutral	[0.7258504  0.15694992 0.0510821  0.01558035 0.01747873 0.03305844]	happy	[0.         0.1902394  0.16448306 0.16381949 0.16557771 0.14831308]
he said to the Queen.	neutral	[0.86727464 0.06935319 0.01984673 0.00733496 0.00614334 0.03004713]	neutral	[0. 0. 0. 0. 0. 0.]
'Never!'	neutral	[0.7459841  0.05092199 0.07947376 0.00641642 0.03183952 0.08536427]	neutral	[0. 0. 0. 0. 0. 0.]
said the Queen furiously, throwing an inkstand at the Lizard as she spoke.	neutral	[0.51838493 0.03188079 0.06662376 0.01469488 0.04007955 0.3283361 ]	angry	[0.         0.16435284 0.15905803 0.15637148 0.16318503 0.19461344]
(The unfortunate little Bill had left off writing on his slate with one finger, as he found it made no mark; but he now hastily began again, using the ink, that was trickling down his face, as long as it lasted.)	neutral	[0.6419766  0.11081864 0.09122343 0.0340499  0.04279073 0.07914075]	sad	[0.         0.16981232 0.16469624 0.17690794 0.17029896 0.159441  ]
'Then the words don't FIT you,' said the King, looking round the court with a smile.	happy	[0.23368146 0.5564495  0.0955577  0.05405901 0.0301916  0.03006072]	happy	[0.         0.17841172 0.16439651 0.16755433 0.16253673 0.16844267]
There was a dead silence.	neutral	[0.8229013  0.01832964 0.03955078 0.05234538 0.04068308 0.02618982]	sad	[0.         0.15739221 0.15476063 0.19173388 0.15951134 0.17148886]
'It's a pun!'	neutral	[0.6333644  0.08958877 0.13335894 0.00409647 0.02240032 0.11719106]	neutral	[0. 0. 0. 0. 0. 0.]
the King added in an offended tone, and everybody laughed, 'Let the jury consider their verdict,' the King said, for about the twentieth time that day.	happy	[0.10391856 0.76890475 0.11385147 0.00387024 0.004335   0.00511986]	surprised	[0.         0.16813963 0.17663821 0.1721737  0.1589882  0.17349865]
'No, no!'	neutral	[0.56576174 0.06863688 0.14954437 0.03564996 0.10864794 0.07175907]	neutral	[0. 0. 0. 0. 0. 0.]
said the Queen.	neutral	[0.5627788  0.04423932 0.11442664 0.04379068 0.09971525 0.1350494 ]	neutral	[0. 0. 0. 0. 0. 0.]
'Sentence first--verdict afterwards.'	neutral	[0.9279152  0.04642744 0.01086626 0.00536696 0.00488728 0.00453684]	sad	[0.         0.16808078 0.16580768 0.18133738 0.16656581 0.1686488 ]
'Stuff and nonsense!'	neutral	[0.46468192 0.02612392 0.10086227 0.00670696 0.02119205 0.38043284]	scary	[0.         0.15962512 0.1600144  0.17330151 0.17737674 0.16740319]
said Alice loudly.	neutral	[0.84843165 0.02112425 0.03469053 0.01194028 0.02129466 0.06251872]	neutral	[0. 0. 0. 0. 0. 0.]
'The idea of having the sentence first!'	neutral	[0.8736686  0.02540878 0.04301025 0.00274869 0.02332903 0.03183459]	sad	[0.         0.16808078 0.16580768 0.18133738 0.16656581 0.1686488 ]
'Hold your tongue!'	neutral	[0.5820342  0.01473319 0.13605729 0.01029291 0.15666683 0.10021555]	neutral	[0. 0. 0. 0. 0. 0.]
said the Queen, turning purple.	surprised	[0.23714338 0.04859678 0.37748402 0.03841613 0.2125095  0.08585022]	neutral	[0. 0. 0. 0. 0. 0.]
'I won't!'	neutral	[0.62543786 0.07505885 0.11619474 0.02590276 0.09287555 0.06453022]	neutral	[0. 0. 0. 0. 0. 0.]
said Alice.	neutral	[0.96174985 0.01194162 0.01492277 0.00227409 0.00471406 0.00439766]	neutral	[0. 0. 0. 0. 0. 0.]
'Off with her head!'	neutral	[0.41916478 0.03759679 0.1910485  0.0345961  0.08321259 0.23438123]	neutral	[0. 0. 0. 0. 0. 0.]
the Queen shouted at the top of her voice.	neutral	[0.38795805 0.01538091 0.21897629 0.02442855 0.24622148 0.1070348 ]	scary	[0.         0.1685547  0.16905616 0.15414164 0.17089073 0.15637204]
Nobody moved.	neutral	[0.8781085  0.04495867 0.02633249 0.01608642 0.00830434 0.02620964]	neutral	[0. 0. 0. 0. 0. 0.]
'Who cares for you?'	neutral	[0.8066517  0.02569753 0.03484806 0.02452684 0.01746114 0.09081487]	neutral	[0. 0. 0. 0. 0. 0.]
said Alice, (she had grown to her full size by this time.)	neutral	[0.8362026  0.06101133 0.03436552 0.03159746 0.01344715 0.02337592]	happy	[0.         0.17960408 0.16456099 0.16419831 0.16944913 0.15704957]
'You're nothing but a pack of cards!'	neutral	[0.51700914 0.03034215 0.06325114 0.02694806 0.03461359 0.32783592]	neutral	[0. 0. 0. 0. 0. 0.]
At this the whole pack rose up into the air, and came flying down upon her: she gave a little scream, half of fright and half of anger, and tried to beat them off, and found herself lying on the bank, with her head in the lap of her sister, who was gently brushing away some dead leaves that had fluttered down from the trees upon her face.	scary	[0.12613578 0.04406648 0.11992101 0.22486216 0.4180619  0.06695269]	angry	[0.         0.16231464 0.1656509  0.16369228 0.17386524 0.17455626]
'Wake up, Alice dear!'	neutral	[0.38665462 0.18098904 0.22714545 0.05421866 0.08985902 0.06113314]	neutral	[0. 0. 0. 0. 0. 0.]
said her sister; 'Why, what a long sleep you've had!'	sad	[0.1950095  0.08181467 0.06395205 0.420843   0.15036297 0.08801777]	happy	[0.         0.18575349 0.15389875 0.17419469 0.16961114 0.15653356]
'Oh, I've had such a curious dream!'	happy	[0.11062816 0.6084336  0.23326859 0.01052716 0.01732917 0.01981332]	happy	[0.         0.17872657 0.17803008 0.17508639 0.17588379 0.16135185]
said Alice, and she told her sister, as well as she could remember them, all these strange Adventures of hers that you have just been reading about; and when she had finished, her sister kissed her, and said, 'It WAS a curious dream, dear, certainly: but now run in to your tea; it's getting late.'	neutral	[0.49786457 0.23184134 0.05170033 0.16089198 0.03130834 0.02639344]	scary	[0.         0.1707851  0.16969995 0.17272363 0.17678092 0.16476674]
So Alice got up and ran off, thinking while she ran, as well she might, what a wonderful dream it had been.	happy	[0.28560603 0.67344356 0.02842961 0.00891671 0.00168585 0.00191822]	sad	[0.         0.19222933 0.1563124  0.19274615 0.18231652 0.14603912]
But her sister sat still just as she left her, leaning her head on her hand, watching the setting sun, and thinking of little Alice and all her wonderful Adventures, till she too began dreaming after a fashion, and this was her dream:--  First, she dreamed of little Alice herself, and once again the tiny hands were clasped upon her knee, and the bright eager eyes were looking up into hers--she could hear the very tones of her voice, and see that queer little toss of her head to keep back the wandering hair that WOULD always get into her eyes--and still as she listened, or seemed to listen, the whole place around her became alive with the strange creatures of her little sister's dream.	happy	[0.42694244 0.55852747 0.00821297 0.00495433 0.00057242 0.00079035]	happy	[0.         0.18000258 0.16315372 0.17708106 0.17651615 0.15909833]
The long grass rustled at her feet as the White Rabbit hurried by--the frightened Mouse splashed his way through the neighbouring pool--she could hear the rattle of the teacups as the March Hare and his friends shared their never-ending meal, and the shrill voice of the Queen ordering off her unfortunate guests to execution--once more the pig-baby was sneezing on the Duchess's knee, while plates and dishes crashed around it--once more the shriek of the Gryphon, the squeaking of the Lizard's slate-pencil, and the choking of the suppressed guinea-pigs, filled the air, mixed up with the distant sobs of the miserable Mock Turtle.	neutral	[0.35880566 0.0229448  0.18953611 0.03092736 0.1788546  0.21893145]	angry	[0.         0.1677939  0.15756978 0.17843224 0.17351547 0.17987453]
