sentence	mood_roberta	prob_roberta	mood_word	prob_word
What does it say in the little box on the left?	neutral	[0.83617866 0.01456952 0.06274295 0.00408865 0.01979561 0.06262457]	neutral	[0. 0. 0. 0. 0. 0.]
'SHALL I TURN THE GRASSHOPPER?'	neutral	"[9.3706375e-01 2.0633951e-02 1.0297331e-02 2.6337127e-04 4.6727216e-04
 3.1274289e-02]"	scary	[0.         0.16216912 0.15966088 0.16718415 0.17417722 0.17135191]
... And now, crack!	surprised	[0.23394047 0.0124918  0.40990734 0.00870848 0.12151419 0.21343768]	neutral	[0. 0. 0. 0. 0. 0.]
Here it is in the little leather bag ...  What does it say?	neutral	[0.86528444 0.02750953 0.03145737 0.0065817  0.02319581 0.04597121]	neutral	[0. 0. 0. 0. 0. 0.]
'I AM THE LITTLE BAG OF LIFE AND DEATH!'	neutral	[0.31680712 0.06323118 0.23301709 0.05559872 0.20680147 0.12454437]	sad	[0.         0.17122812 0.15345091 0.18812022 0.1777673  0.16720065]
...  And now, crack!	neutral	[0.7770351  0.1103174  0.09161007 0.00263612 0.0062795  0.01212184]	neutral	[0. 0. 0. 0. 0. 0.]
It is in Carlotta's throat, in Carlotta's golden throat, in Carlotta's crystal throat, as I live!	neutral	[0.4338663  0.05446282 0.19732255 0.04833689 0.22915275 0.03685873]	happy	[0.         0.1802929  0.15484403 0.17730226 0.16714597 0.16109733]
What does it say?	neutral	[0.80245113 0.03211462 0.08404253 0.00759115 0.05254398 0.02125658]	neutral	[0. 0. 0. 0. 0. 0.]
It says, 'It's I, Mr. Toad, it's I singing!	happy	[0.31834742 0.4981286  0.0855104  0.05220651 0.0202448  0.02556235]	sad	[0.         0.1697325  0.16619506 0.17588283 0.17167553 0.17392992]
I FEEL WITHOUT ALARM--CO-ACK--WITH ITS MELODY ENWIND ME--CO-ACK!'	neutral	[0.46336788 0.01985914 0.18050152 0.01773485 0.08771187 0.23082477]	sad	[0.         0.16581043 0.15814544 0.17844209 0.16852414 0.16462659]
...  And now, crack!	neutral	[0.781656   0.04498475 0.13701889 0.00112581 0.00989944 0.02531508]	neutral	[0. 0. 0. 0. 0. 0.]
It is on a chair in the ghost's box and it says, 'MADAME CARLOTTA IS SINGING TO-NIGHT TO BRING THE CHANDELIER DOWN!'	neutral	[0.7297363  0.02117423 0.08272446 0.0161085  0.07953201 0.07072452]	surprised	[0.         0.16796444 0.17056386 0.1672653  0.16817311 0.16765948]
... And now, crack!	neutral	[0.7010243  0.03385344 0.1160232  0.013552   0.05099914 0.08454785]	neutral	[0. 0. 0. 0. 0. 0.]
Aha!	neutral	[0.63439727 0.1772497  0.08543602 0.02289111 0.03485146 0.04517443]	neutral	[0. 0. 0. 0. 0. 0.]
Where is Erik's voice now?	neutral	[0.94958806 0.00254543 0.01754596 0.00118295 0.0125951  0.01654253]	neutral	[0. 0. 0. 0. 0. 0.]
Listen, Christine, darling!	sad	[0.2860307  0.05204962 0.07561703 0.31310338 0.2407464  0.03245287]	surprised	[0.         0.16760188 0.17388871 0.1724695  0.16015323 0.16791238]
Listen!	neutral	[0.64658684 0.07181013 0.11243285 0.02135846 0.05001823 0.09779353]	neutral	[0. 0. 0. 0. 0. 0.]
It is behind the door of the torture-chamber!	surprised	[0.26977512 0.08305016 0.45383337 0.0086646  0.16802898 0.01664776]	neutral	[0. 0. 0. 0. 0. 0.]
Listen!	neutral	[0.6877279  0.05314309 0.09484497 0.04279788 0.06284672 0.05863945]	neutral	[0. 0. 0. 0. 0. 0.]
It's myself in the torture-chamber!	happy	[0.19562149 0.39519796 0.27795315 0.01575919 0.05901612 0.05645209]	neutral	[0. 0. 0. 0. 0. 0.]
And what do I say?	neutral	[0.87416357 0.01155755 0.03392351 0.00560133 0.02432219 0.05043183]	neutral	[0. 0. 0. 0. 0. 0.]
I say, 'Woe to them that have a nose, a real nose, and come to look round the torture-chamber!	neutral	[0.5813407  0.01852464 0.0655465  0.01834996 0.04904982 0.26718846]	scary	[0.         0.16518167 0.1531183  0.17476862 0.17971393 0.17083415]
"Aha, aha, aha!'"""	neutral	[0.6283844  0.23491895 0.09752247 0.01745938 0.00975914 0.01195554]	neutral	[0. 0. 0. 0. 0. 0.]
Oh, the ventriloquist's terrible voice!	surprised	[0.15667056 0.3172196  0.37751606 0.01347345 0.08352585 0.05159443]	sad	[0.         0.16174674 0.14281131 0.20484425 0.20235657 0.15788325]
It was everywhere, everywhere.	neutral	[0.52848244 0.09798617 0.10653657 0.06914918 0.07625306 0.12159261]	neutral	[0. 0. 0. 0. 0. 0.]
It passed through the little invisible window, through the walls.	neutral	[0.91008013 0.0380538  0.01670314 0.02212592 0.00766026 0.00537681]	neutral	[0. 0. 0. 0. 0. 0.]
It ran around us, between us.	neutral	[0.7471779  0.04489313 0.0804326  0.01949552 0.0761926  0.03180822]	neutral	[0. 0. 0. 0. 0. 0.]
Erik was there, speaking to us!	neutral	"[6.8537647e-01 1.7577636e-01 1.3459985e-01 6.8094122e-04 2.2594396e-03
 1.3069664e-03]"	neutral	[0. 0. 0. 0. 0. 0.]
We made a movement as though to fling ourselves upon him.	neutral	[0.54893076 0.18177798 0.15331596 0.04083711 0.04036321 0.03477501]	happy	[0.         0.18303377 0.14955249 0.17626243 0.17102413 0.15803306]
But, already, swifter, more fleeting than the voice of the echo, Erik's voice had leaped back behind the wall!	scary	"[1.9312789e-01 7.2418770e-04 5.1225986e-02 3.3911825e-03 7.5099540e-01
 5.3529849e-04]"	neutral	[0. 0. 0. 0. 0. 0.]
"Soon we heard nothing more at all, for this is what happened:  ""Erik!"	neutral	[0.43249843 0.36501133 0.18638852 0.00432009 0.00581209 0.00596958]	neutral	[0. 0. 0. 0. 0. 0.]
"Erik!"""	angry	[0.23854746 0.05576636 0.28511482 0.02755904 0.09223931 0.30077302]	neutral	[0. 0. 0. 0. 0. 0.]
said Christine's voice.	neutral	[0.77603287 0.04537765 0.03353687 0.07612878 0.03951158 0.02941233]	neutral	[0. 0. 0. 0. 0. 0.]
"""You tire me with your voice."	neutral	[0.7384973  0.14641993 0.02608353 0.05768893 0.0172127  0.01409759]	neutral	[0. 0. 0. 0. 0. 0.]
Don't go on, Erik!	neutral	[0.61707115 0.01314639 0.1098757  0.00398364 0.03327388 0.22264928]	neutral	[0. 0. 0. 0. 0. 0.]
"Isn't it very hot here?"""	neutral	[0.8524224  0.06629253 0.03831902 0.00991395 0.01394539 0.01910668]	scary	[0.         0.17074991 0.15728654 0.15647442 0.18022938 0.17061328]
"""Oh, yes,"" replied Erik's voice, ""the heat is unendurable!"""	scary	[0.08156078 0.0596332  0.19093384 0.18008837 0.33908278 0.14870103]	neutral	[0. 0. 0. 0. 0. 0.]
"""But what does this mean?"	neutral	[0.79810643 0.14146912 0.04031847 0.00495934 0.00542565 0.0097209 ]	neutral	[0. 0. 0. 0. 0. 0.]
...	neutral	"[9.6125531e-01 2.1490334e-02 9.7191120e-03 3.5669809e-04 9.3783293e-04
 6.2406864e-03]"	neutral	[0. 0. 0. 0. 0. 0.]
The wall is really getting quite hot!	neutral	[0.6963405  0.0509647  0.12902677 0.01417054 0.06370116 0.04579631]	scary	[0.         0.17074991 0.15728654 0.15647442 0.18022938 0.17061328]
...	neutral	[0.8641634  0.06715281 0.03620592 0.01728161 0.00940274 0.00579351]	neutral	[0. 0. 0. 0. 0. 0.]
"The wall is burning!"""	surprised	[0.2754143  0.05121766 0.32849082 0.01397491 0.08941077 0.24149154]	neutral	[0. 0. 0. 0. 0. 0.]
"""I'll tell you, Christine, dear:  it is because of the forest next door."""	neutral	[0.4860112  0.15045902 0.02053857 0.27406073 0.05541251 0.01351789]	neutral	[0. 0. 0. 0. 0. 0.]
"""Well, what has that to do with it?"	neutral	"[9.1212314e-01 6.8380579e-02 1.6352070e-02 8.0389780e-04 7.2688231e-04
 1.6133244e-03]"	neutral	[0. 0. 0. 0. 0. 0.]
"The forest?"""	neutral	"[9.45039570e-01 3.08145862e-02 6.77511655e-03 2.41191871e-03
 6.09368435e-04 1.43494075e-02]"	neutral	[0. 0. 0. 0. 0. 0.]
"""WHY, DIDN'T YOU SEE THAT IT WAS AN AFRICAN FOREST?"""	neutral	[0.80337137 0.01132659 0.05941453 0.0095427  0.04346976 0.07287504]	neutral	[0. 0. 0. 0. 0. 0.]
And the monster laughed so loudly and hideously that we could no longer distinguish Christine's supplicating cries!	scary	[0.12505466 0.02232557 0.18719305 0.0969132  0.4801677  0.08834588]	scary	[0.         0.15789935 0.15017453 0.16311592 0.21435196 0.16507467]
The Vicomte de Chagny shouted and banged against the walls like a madman.	neutral	[0.52191603 0.04972569 0.17351322 0.01896736 0.05406121 0.18181655]	scary	[0.         0.16675479 0.15729209 0.17452651 0.19275902 0.16674027]
I could not restrain him.	neutral	[0.79339737 0.03021736 0.04800876 0.02966553 0.03157643 0.06713451]	angry	[0.         0.16066481 0.16942505 0.14596178 0.16891775 0.19088168]
But we heard nothing except the monster's laughter, and the monster himself can have heard nothing else.	neutral	[0.6117208  0.10079634 0.12463517 0.04413967 0.0734975  0.04521049]	scary	[0.         0.16470541 0.1554751  0.16621275 0.19314776 0.1744477 ]
And then there was the sound of a body falling on the floor and being dragged along and a door slammed and then nothing, nothing more around us save the scorching silence of the south in the heart of a tropical forest!	scary	[0.20444275 0.01768676 0.2537659  0.04216223 0.4668202  0.01512214]	sad	[0.         0.16649258 0.15940138 0.17171135 0.17097045 0.16642191]
"Chapter XXIV  ""Barrels!"	neutral	[0.76326025 0.04951389 0.068623   0.00683119 0.02970339 0.08206823]	neutral	[0. 0. 0. 0. 0. 0.]
...	neutral	"[9.3376535e-01 6.9374931e-03 4.7334723e-02 6.4441230e-04 8.1676096e-03
 3.1503327e-03]"	neutral	[0. 0. 0. 0. 0. 0.]
Barrels!	neutral	[0.6297703  0.06504526 0.16391434 0.01114792 0.05957716 0.07054503]	neutral	[0. 0. 0. 0. 0. 0.]
"... Any Barrels to Sell?"""	neutral	"[9.1019535e-01 1.3133401e-02 4.8723564e-02 7.0701627e-04 1.7962595e-02
 9.2780525e-03]"	neutral	[0. 0. 0. 0. 0. 0.]
THE PERSIAN'S NARRATIVE CONTINUED  I have said that the room in which M. le Vicomte de Chagny and I were imprisoned was a regular hexagon, lined entirely with mirrors.	neutral	"[9.6078014e-01 5.7866964e-03 2.9410201e-03 1.7200318e-03 3.6852667e-04
 2.8403539e-02]"	angry	[0.         0.16451214 0.16156925 0.16626931 0.16234816 0.18979742]
"Plenty of these rooms have been seen since, mainly at exhibitions: they are called ""palaces of illusion,"" or some such name."	neutral	[0.86665434 0.01979826 0.01469458 0.00190648 0.00420819 0.09273824]	scary	[0.         0.16897427 0.15453947 0.170543   0.18429649 0.15764224]
But the invention belongs entirely to Erik, who built the first room of this kind under my eyes, at the time of the rosy hours of Mazenderan.	neutral	"[8.3412606e-01 1.6523612e-01 2.5089047e-04 3.4205848e-04 1.8115602e-06
 4.3077227e-05]"	scary	[0.         0.17431037 0.16409531 0.17072816 0.18296259 0.15769022]
A decorative object, such as a column, for instance, was placed in one of the corners and immediately produced a hall of a thousand columns; for, thanks to the mirrors, the real room was multiplied by six hexagonal rooms, each of which, in its turn, was multiplied indefinitely.	neutral	[0.79998267 0.0772063  0.07875558 0.00379129 0.01893458 0.02132953]	scary	[0.         0.1678782  0.16313509 0.1672182  0.17628858 0.16672714]
"But the little sultana soon tired of this infantile illusion, whereupon Erik altered his invention into a ""torture-chamber."""	neutral	[0.6968923  0.01217764 0.2047163  0.00121319 0.05444188 0.03055866]	scary	[0.         0.16107211 0.14907289 0.17561318 0.18306567 0.17223114]
For the architectural motive placed in one corner, he substituted an iron tree.	neutral	"[9.8739606e-01 3.9754845e-03 2.2152823e-03 5.1367073e-03 7.1398501e-04
 5.6243956e-04]"	angry	[0.         0.16583721 0.16633786 0.16121822 0.16577843 0.17538564]
"This tree, with its painted leaves, was absolutely true to life and was made of iron so as to resist all the attacks of the ""patient"" who was locked into the torture-chamber."	neutral	[0.5452719  0.05185022 0.06538911 0.16393685 0.12740076 0.04615119]	scary	[0.         0.16951733 0.16142327 0.17251287 0.17496615 0.16269275]
We shall see how the scene thus obtained was twice altered instantaneously into two successive other scenes, by means of the automatic rotation of the drums or rollers in the corners.	neutral	[0.72938526 0.06057375 0.12413917 0.01008453 0.05590428 0.01991302]	angry	[0.         0.17164645 0.16511139 0.14644829 0.16410481 0.17491184]
These were divided into three sections, fitting into the angles of the mirrors and each supporting a decorative scheme that came into sight as the roller revolved upon its axis.	neutral	[0.9092454  0.07468517 0.00558529 0.00294606 0.00107723 0.00646091]	happy	[0.         0.17833677 0.1647482  0.17065176 0.1577889  0.16081108]
The walls of this strange room gave the patient nothing to lay hold of, because, apart from the solid decorative object, they were simply furnished with mirrors, thick enough to withstand any onslaught of the victim, who was flung into the chamber empty-handed and barefoot.	surprised	[0.34669405 0.0348826  0.472449   0.00521436 0.05286782 0.0878922 ]	scary	[0.         0.15986319 0.1672552  0.16887236 0.18436226 0.16626419]
There was no furniture.	neutral	[0.9759878  0.00188339 0.00374982 0.00680583 0.00483011 0.00674305]	neutral	[0. 0. 0. 0. 0. 0.]
The ceiling was capable of being lit up.	neutral	[0.87961274 0.05366772 0.03318438 0.00745195 0.01201865 0.01406454]	neutral	[0. 0. 0. 0. 0. 0.]
An ingenious system of electric heating, which has since been imitated, allowed the temperature of the walls and room to be increased at will.	neutral	[0.93281007 0.03948458 0.01665928 0.00304437 0.00223634 0.00576536]	angry	[0.         0.16609838 0.16800728 0.15870014 0.16753569 0.16945568]
I am giving all these details of a perfectly natural invention, producing, with a few painted branches, the supernatural illusion of an equatorial forest blazing under the tropical sun, so that no one may doubt the present balance of my brain or feel entitled to say that I am mad or lying or that I take him for a fool.	neutral	"[5.7983553e-01 4.0675974e-01 5.3822813e-03 7.5208517e-03 1.2858177e-04
 3.7297313e-04]"	scary	[0.         0.1696582  0.16276892 0.16765049 0.17065676 0.16882145]
[1]  I now return to the facts where I left them.	neutral	"[8.8177723e-01 1.1573494e-01 5.0885271e-04 1.7173542e-03 1.0033941e-05
 2.5161330e-04]"	sad	[0.         0.15854322 0.16234015 0.17777489 0.17498278 0.16537702]
When the ceiling lit up and the forest became visible around us, the viscount's stupefaction was immense.	happy	[0.25138122 0.6969534  0.03813717 0.0081325  0.00345435 0.0019413 ]	sad	[0.         0.15153596 0.16586723 0.18636598 0.17277891 0.17992528]
That impenetrable forest, with its innumerable trunks and branches, threw him into a terrible state of consternation.	sad	[0.16117735 0.05806701 0.0597939  0.41913566 0.21452741 0.08729865]	scary	[0.         0.15827927 0.15837332 0.17555684 0.18360853 0.17270803]
He passed his hands over his forehead, as though to drive away a dream; his eyes blinked; and, for a moment, he forgot to listen.	neutral	[0.70740014 0.00926186 0.14792949 0.0142617  0.1020156  0.01913117]	sad	[0.         0.18485253 0.1584519  0.18523331 0.18343912 0.15473654]
I have already said that the sight of the forest did not surprise me at all; and therefore I listened for the two of us to what was happening next door.	neutral	[0.93560123 0.02266652 0.02150988 0.01087086 0.00825122 0.00110033]	surprised	[0.         0.16703401 0.22382008 0.16056846 0.16945097 0.14731963]
Lastly, my attention was especially attracted, not so much to the scene, as to the mirrors that produced it.	neutral	[0.90506405 0.05736825 0.01617403 0.00324508 0.0021667  0.01598197]	neutral	[0. 0. 0. 0. 0. 0.]
These mirrors were broken in parts.	neutral	[0.7307246  0.051799   0.08841857 0.01840458 0.03018455 0.08046869]	scary	[0.         0.16059911 0.16264929 0.17511512 0.17602835 0.17420166]
"Yes, they were marked and scratched; they had been ""starred,"" in spite of their solidity; and this proved to me that the torture-chamber in which we now were HAD ALREADY SERVED A PURPOSE."	neutral	[0.36777726 0.02506932 0.0984349  0.0732186  0.09273851 0.3427614 ]	happy	[0.         0.1701765  0.16490887 0.16998768 0.16595247 0.15773932]
"Yes, some wretch, whose feet were not bare like those of the victims of the rosy hours of Mazenderan, had certainly fallen into this ""mortal illusion"" and, mad with rage, had kicked against those mirrors which, nevertheless, continued to reflect his agony."	angry	[0.22830012 0.03704308 0.15693906 0.02831245 0.04787494 0.50153035]	angry	[0.         0.1653418  0.15448339 0.1774381  0.17770333 0.18062465]
And the branch of the tree on which he had put an end to his own sufferings was arranged in such a way that, before dying, he had seen, for his last consolation, a thousand men writhing in his company.	neutral	[0.23364404 0.11860427 0.16412543 0.19394635 0.23085226 0.05882771]	sad	[0.         0.16617438 0.15976707 0.18168079 0.17491284 0.17063002]
Yes, Joseph Buquet had undoubtedly been through all this!	neutral	[0.46030176 0.08512545 0.17496584 0.01714132 0.06339727 0.19906835]	neutral	[0. 0. 0. 0. 0. 0.]
Were we to die as he had done?	neutral	[0.8419351  0.0171727  0.04120952 0.01795042 0.04984124 0.03189105]	angry	[0.         0.16111485 0.15985868 0.17893787 0.16618189 0.18020113]
I did not think so, for I knew that we had a few hours before us and that I could employ them to better purpose than Joseph Buquet was able to do.	neutral	[0.6757526  0.02973999 0.10090534 0.03838643 0.10121851 0.05399715]	scary	[0.         0.16532173 0.16117782 0.17008653 0.17305862 0.16123671]
"After all, I was thoroughly acquainted with most of Erik's ""tricks;"" and now or never was the time to turn my knowledge to account."	neutral	[0.9082793  0.01748375 0.04131428 0.00228222 0.01520612 0.0154343 ]	scary	[0.         0.16961824 0.16541412 0.16697684 0.17199625 0.16630346]
To begin with, I gave up every idea of returning to the passage that had brought us to that accursed chamber.	neutral	[0.55707633 0.08057129 0.08441021 0.03871592 0.03161732 0.20760895]	sad	[0.         0.16357257 0.15098568 0.19104166 0.17250517 0.17269674]
I did not trouble about the possibility of working the inside stone that closed the passage; and this for the simple reason that to do so was out of the question.	neutral	"[9.0413761e-01 4.6763242e-05 1.4696288e-02 7.1465751e-05 8.0922358e-02
 1.2554778e-04]"	scary	[0.         0.16406047 0.16238811 0.16640048 0.17739866 0.15980112]
We had dropped from too great a height into the torture-chamber; there was no furniture to help us reach that passage; not even the branch of the iron tree, not even each other's shoulders were of any avail.	neutral	[0.56683964 0.0217097  0.20574944 0.01765108 0.14442423 0.04362589]	angry	[0.         0.16820798 0.16702961 0.16184121 0.16650663 0.17162589]
There was only one possible outlet, that opening into the Louis-Philippe room in which Erik and Christine Daae were.	neutral	[0.7175113  0.01576801 0.0282049  0.08662823 0.14813885 0.0037487 ]	neutral	[0. 0. 0. 0. 0. 0.]
But, though this outlet looked like an ordinary door on Christine's side, it was absolutely invisible to us.	neutral	[0.8921942  0.03819859 0.02330836 0.02035909 0.01747824 0.00846163]	scary	[0.         0.1767076  0.16446669 0.1745861  0.19195565 0.15195123]
We must therefore try to open it without even knowing where it was.	neutral	[0.95076555 0.01149943 0.01817773 0.00436312 0.01312166 0.00207257]	neutral	[0. 0. 0. 0. 0. 0.]
When I was quite sure that there was no hope for us from Christine Daae's side, when I had heard the monster dragging the poor girl from the Louis-Philippe room LEST SHE SHOULD INTERFERE WITH OUR TORTURES, I resolved to set to work without delay.	sad	[0.16735074 0.02090284 0.05657114 0.39136413 0.30851266 0.05529855]	scary	[0.         0.17388772 0.16286539 0.17125739 0.17426905 0.16679699]
But I had first to calm M. de Chagny, who was already walking about like a madman, uttering incoherent cries.	angry	[0.22073476 0.01200159 0.03896692 0.01354568 0.00744032 0.70731074]	scary	[0.         0.16770274 0.15887711 0.16835093 0.18452394 0.17141135]
The snatches of conversation which he had caught between Christine and the monster had contributed not a little to drive him beside himself: add to that the shock of the magic forest and the scorching heat which was beginning to make the prespiration{sic} stream down his temples and you will have no difficulty in understanding his state of mind.	surprised	[0.12586713 0.05325965 0.27543002 0.10080651 0.24426648 0.20037013]	scary	[0.         0.1666266  0.16893688 0.16355649 0.17970956 0.16514481]
He shouted Christine's name, brandished his pistol, knocked his forehead against the glass in his endeavors to run down the glades of the illusive forest.	scary	[0.1884043  0.04518628 0.2373874  0.09109768 0.28730935 0.15061505]	surprised	[0.         0.16758347 0.17112388 0.15943112 0.17004367 0.16136383]
In short, the torture was beginning to work its spell upon a brain unprepared for it.	scary	[0.15622158 0.03720071 0.11227328 0.24814855 0.3687828  0.07737313]	scary	[0.         0.1630624  0.17048748 0.17141972 0.17915912 0.1730258 ]
I did my best to induce the poor viscount to listen to reason.	neutral	[0.53064996 0.02586541 0.03600441 0.04795237 0.03096846 0.3285594 ]	neutral	[0. 0. 0. 0. 0. 0.]
I made him touch the mirrors and the iron tree and the branches and explained to him, by optical laws, all the luminous imagery by which we were surrounded and of which we need not allow ourselves to be the victims, like ordinary, ignorant people.	neutral	[0.8702015  0.07516139 0.02816943 0.00606819 0.00494945 0.01544995]	scary	[0.         0.16922981 0.16204259 0.17117692 0.17173923 0.17013403]
"""We are in a room, a little room; that is what you must keep saying to yourself."	neutral	[0.8094502  0.03031141 0.04355232 0.0512468  0.0367885  0.02865062]	neutral	[0. 0. 0. 0. 0. 0.]
"And we shall leave the room as soon as we have found the door."""	neutral	[0.87973845 0.0667881  0.02234486 0.01134803 0.00678986 0.01299066]	sad	[0.         0.16712743 0.17020779 0.17059745 0.16408831 0.16619909]
And I promised him that, if he let me act, without disturbing me by shouting and walking up and down, I would discover the trick of the door in less than an hour's time.	neutral	[0.68985415 0.0866992  0.13914156 0.0105713  0.02124781 0.05248589]	scary	[0.         0.16871826 0.16792675 0.16226153 0.17868853 0.16082225]
Then he lay flat on the floor, as one does in a wood, and declared that he would wait until I found the door of the forest, as there was nothing better to do!	neutral	[0.5775334  0.02967072 0.17964049 0.03050102 0.15812461 0.02452969]	surprised	[0.         0.17636002 0.18077356 0.16255613 0.16356057 0.16112823]
"And he added that, from where he was, ""the view was splendid!"""	happy	"[8.7621450e-02 8.8965863e-01 2.1546664e-02 3.1728754e-04 1.0082872e-04
 7.5507251e-04]"	happy	[0.         0.19018467 0.15774704 0.18291747 0.16933382 0.14871636]
The torture was working, in spite of all that I had said.	angry	[0.09723558 0.00785792 0.04396769 0.01302409 0.00894965 0.8289651 ]	sad	[0.         0.16763184 0.16955747 0.17289045 0.16990389 0.16220671]
Myself, forgetting the forest, I tackled a glass panel and began to finger it in every direction, hunting for the weak point on which to press in order to turn the door in accordance with Erik's system of pivots.	neutral	[0.80307406 0.08821841 0.05021112 0.00995272 0.01806969 0.03047409]	scary	[0.         0.16410238 0.16198585 0.16654095 0.17153352 0.16923855]
This weak point might be a mere speck on the glass, no larger than a pea, under which the spring lay hidden.	neutral	[0.8835721  0.00328712 0.04084468 0.00227953 0.03879692 0.03121963]	scary	[0.         0.16532029 0.16446856 0.1643831  0.16988685 0.16445345]
I hunted and hunted.	neutral	[0.92557085 0.02572197 0.01514914 0.00371749 0.0080901  0.02175049]	neutral	[0. 0. 0. 0. 0. 0.]
I felt as high as my hands could reach.	neutral	[0.87321347 0.07027664 0.02219895 0.00909558 0.00869681 0.01651854]	neutral	[0. 0. 0. 0. 0. 0.]
Erik was about the same height as myself and I thought that he would not have placed the spring higher than suited his stature.	neutral	[0.9152795  0.03540609 0.00577896 0.00285038 0.00150741 0.03917756]	scary	[0.         0.17271636 0.18426224 0.16105939 0.185584   0.15855301]
While groping over the successive panels with the greatest care, I endeavored not to lose a minute, for I was feeling more and more overcome with the heat and we were literally roasting in that blazing forest.	neutral	[0.32944095 0.03519446 0.31239063 0.02243142 0.27714697 0.02339553]	sad	[0.         0.17071869 0.1671248  0.17374814 0.17100048 0.16795291]
I had been working like this for half an hour and had finished three panels, when, as ill-luck would have it, I turned round on hearing a muttered exclamation from the viscount.	neutral	[0.7973256  0.02572355 0.02089003 0.00544756 0.00707899 0.14353415]	scary	[0.         0.16700991 0.16111532 0.17336777 0.17788701 0.16995512]
"""I am stifling,"" he said."	neutral	[0.5473235  0.02295607 0.04073361 0.01135652 0.01723795 0.36039224]	neutral	[0. 0. 0. 0. 0. 0.]
"""All those mirrors are sending out an infernal heat!"	neutral	[0.49124295 0.01312229 0.19911614 0.00790653 0.09312788 0.19548418]	neutral	[0. 0. 0. 0. 0. 0.]
Do you think you will find that spring soon?	neutral	[0.89969647 0.05859275 0.00885771 0.02632674 0.00535976 0.00116655]	neutral	[0. 0. 0. 0. 0. 0.]
"If you are much longer about it, we shall be roasted alive!"""	angry	[0.22737168 0.0184815  0.18332183 0.02638063 0.077451   0.46699333]	happy	[0.         0.18752157 0.16231654 0.17336314 0.17005258 0.15567351]
I was not sorry to hear him talk like this.	sad	[0.09588976 0.04669671 0.00582246 0.7939705  0.0475639  0.01005671]	scary	[0.         0.1767076  0.16446669 0.1745861  0.19195565 0.15195123]
He had not said a word of the forest and I hoped that my companion's reason would hold out some time longer against the torture.	neutral	[0.425958   0.04153707 0.07202751 0.26259145 0.14718504 0.05070093]	scary	[0.         0.17039879 0.16158252 0.17199933 0.17680361 0.16510675]
"But he added:  ""What consoles me is that the monster has given Christine until eleven to-morrow evening."	neutral	[0.4016892  0.04928049 0.31883422 0.0153449  0.12945701 0.08539416]	scary	[0.         0.15789935 0.15017453 0.16311592 0.21435196 0.16507467]
If we can't get out of here and go to her assistance, at least we shall be dead before her!	angry	[0.1816838  0.0467994  0.23178466 0.02522719 0.08631827 0.42818666]	neutral	[0. 0. 0. 0. 0. 0.]
"Then Erik's mass can serve for all of us!"""	neutral	[0.44788688 0.31738922 0.16782351 0.0154856  0.02587386 0.02554089]	happy	[0.         0.17614711 0.16090289 0.17340682 0.15978511 0.15725969]
And he gulped down a breath of hot air that nearly made him faint.	neutral	[0.4586923  0.11727171 0.15394846 0.09543157 0.10793491 0.06672101]	scary	[0.         0.16606504 0.16539146 0.15635757 0.17493388 0.16446273]
As I had not the same desperate reasons as M. le Vicomte for accepting death, I returned, after giving him a word of encouragement, to my panel, but I had made the mistake of taking a few steps while speaking and, in the tangle of the illusive forest, I was no longer able to find my panel for certain!	scary	[0.2021338  0.05264054 0.16597976 0.13328037 0.3818388  0.06412674]	angry	[0.         0.17010803 0.16536757 0.16946328 0.16454686 0.17229453]
I had to begin all over again, at random, feeling, fumbling, groping.	neutral	[0.25440547 0.05236161 0.11969984 0.18167701 0.2196188  0.17223726]	sad	[0.         0.18265544 0.16036266 0.18341683 0.17356132 0.17296882]
Now the fever laid hold of me in my turn ... for I found nothing, absolutely nothing.	sad	[0.22018461 0.02395943 0.08965257 0.3314759  0.29632354 0.03840394]	scary	[0.         0.16588463 0.16847322 0.16420124 0.16895562 0.16742706]
In the next room, all was silence.	neutral	[0.7937338  0.09417092 0.02886001 0.03697028 0.01956014 0.02670489]	sad	[0.         0.15739221 0.15476063 0.19173388 0.15951134 0.17148886]
We were quite lost in the forest, without an outlet, a compass, a guide or anything.	neutral	[0.89219147 0.04744298 0.02686158 0.003474   0.00868342 0.02134661]	scary	[0.         0.16320506 0.16234984 0.16739948 0.17095    0.16837593]
Oh, I knew what awaited us if nobody came to our aid ...  or if I did not find the spring!	surprised	[0.13836612 0.08665028 0.32112598 0.0653539  0.2347811  0.15372257]	neutral	[0. 0. 0. 0. 0. 0.]
But, look as I might, I found nothing but branches, beautiful branches that stood straight up before me, or spread gracefully over my head.	neutral	[0.8047548  0.10829684 0.01193466 0.05755512 0.00850924 0.00894928]	sad	[0.         0.17263018 0.16257282 0.17703247 0.17644686 0.15336273]
But they gave no shade.	neutral	[0.72661716 0.02779787 0.01511003 0.02633332 0.01843662 0.18570508]	neutral	[0. 0. 0. 0. 0. 0.]
And this was natural enough, as we were in an equatorial forest, with the sun right above our heads, an African forest.	neutral	"[8.3270049e-01 1.5045208e-01 1.4872660e-02 1.3643274e-03 1.7812691e-04
 4.3234963e-04]"	scary	[0.         0.16804154 0.16065067 0.16925667 0.17134668 0.16652669]
M. de Chagny and I had repeatedly taken off our coats and put them on again, finding at one time that they made us feel still hotter and at another that they protected us against the heat.	neutral	[0.78799415 0.10145549 0.05425324 0.01107706 0.0204189  0.02480116]	happy	[0.         0.17598178 0.16549557 0.16503022 0.17210546 0.16416944]
